,review_index,date,review,rating,status,length,label,language,scores,compound,sentiment
2809,1795,2020-12-18,"For those who have some programming experience, this course is easy to refresh some programming basics; For those who don't have programming experience, this course is a good starter course as it is built to teach the content in a smooth and approachable way., easy to follow.",5,completer,276,pos,en,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.8271}",0.8271,pos
2810,1796,2020-12-17,Great introduction course!,5,completer,26,pos,en,"{'neg': 0.0, 'neu': 0.313, 'pos': 0.687, 'compound': 0.6588}",0.6588,pos
2811,1797,2020-12-17,Great Course,5,completer,12,pos,en,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,pos
2812,1798,2020-12-17,very bad and boring.,1,completer,20,neg,en,"{'neg': 0.761, 'neu': 0.239, 'pos': 0.0, 'compound': -0.7474}",-0.7474,neg
2813,1798,2020-12-17,not recommended,1,completer,15,neg,en,"{'neg': 0.614, 'neu': 0.386, 'pos': 0.0, 'compound': -0.1511}",-0.1511,neg
2814,1799,2020-12-17,"Superb Course, Also Lecturers are so good.Perfect",5,completer,49,pos,en,"{'neg': 0.0, 'neu': 0.594, 'pos': 0.406, 'compound': 0.6249}",0.6249,pos
2815,1800,2020-12-17,thank you,5,completer,9,pos,en,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,pos
2816,1801,2020-12-17,I was stuck with another python course and then I found this great python course and everything works!thank you for your time and effort! ,5,completer,138,pos,en,"{'neg': 0.073, 'neu': 0.728, 'pos': 0.199, 'compound': 0.6661}",0.6661,pos
2817,1802,2020-12-17,Simple and best for learners,5,completer,28,pos,en,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,pos
2818,1803,2020-12-17,Very useful for me !,5,completer,20,pos,en,"{'neg': 0.0, 'neu': 0.463, 'pos': 0.537, 'compound': 0.54}",0.54,pos
2819,1804,2020-12-17,A very excellent course for anyone who wanted to start with basics of python.,5,completer,77,pos,en,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.6115}",0.6115,pos
2820,1805,2020-12-17,The course helped me towards my aspiration of improving my data analysis skills.,5,completer,80,pos,en,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.4215}",0.4215,pos
2821,1806,2020-12-17,informative,5,completer,11,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
2822,1807,2020-12-17,Very Helpful,4,completer,12,pos,en,"{'neg': 0.0, 'neu': 0.244, 'pos': 0.756, 'compound': 0.4754}",0.4754,pos
2823,1808,2020-12-17,Excellent course for the ones who start-up with programming learning.,5,completer,69,pos,en,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.5719}",0.5719,pos
2824,1809,2020-12-17,Excellent course for beginners.,5,completer,31,pos,en,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.5719}",0.5719,pos
2825,1809,2020-12-17,You really learn python language from the fundamentals and built further on that knowledge.,5,completer,91,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
2826,1810,2020-12-17,Best course for the beginners,5,completer,29,pos,en,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,pos
2827,1811,2020-12-17,good,5,completer,4,pos,so,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
2828,1812,2020-12-17,"

a good start-up training, both theoretical and practical.",5,completer,59,pos,en,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,pos
2829,1812,2020-12-17,"Although some parts of it were troublesome, it pleased me  ",5,completer,59,pos,en,"{'neg': 0.232, 'neu': 0.563, 'pos': 0.204, 'compound': -0.1027}",-0.1027,neg
2830,1813,2020-12-17,Truth is I was a little afraid as far as programming is concerned.,5,completer,66,pos,en,"{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.3182}",0.3182,pos
2831,1813,2020-12-17,That was just a week ago.,5,completer,25,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
2832,1813,2020-12-17,But with this course of lessons I have now developed a huge interest for python and programming in general.,5,completer,107,pos,en,"{'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.6486}",0.6486,pos
2833,1813,2020-12-17,Its like riddles waiting to  be solved.,5,completer,39,pos,en,"{'neg': 0.0, 'neu': 0.521, 'pos': 0.479, 'compound': 0.5574}",0.5574,pos
2834,1813,2020-12-17,And riddles are fun.,5,completer,20,pos,en,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.5106}",0.5106,pos
2835,1813,2020-12-17,A huge shout out for Dr. Chuck who made this course so much understandable for us beginners as well as fun to deal with and to all others who contributed to it.,5,completer,160,pos,en,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.7717}",0.7717,pos
2836,1813,2020-12-17,If only professors around the world were so much passionate in what the do.,5,completer,75,pos,en,"{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.5688}",0.5688,pos
2837,1813,2020-12-17,On my way to the next python course!,5,completer,36,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
2838,1814,2020-12-17,Nice course for beginners!,5,completer,26,pos,en,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.4753}",0.4753,pos
2839,1815,2020-12-17,Good course for beginners who are just starting out.,5,completer,52,pos,en,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}",0.4404,pos
2840,1816,2020-12-17,This is a very interesting course.,5,completer,34,pos,en,"{'neg': 0.0, 'neu': 0.572, 'pos': 0.428, 'compound': 0.4576}",0.4576,pos
2841,1816,2020-12-17,And the classes are awesome!,5,completer,28,pos,en,"{'neg': 0.0, 'neu': 0.477, 'pos': 0.523, 'compound': 0.6588}",0.6588,pos
2842,1817,2020-12-17,  I have no previous experience in programming.,5,completer,47,pos,en,"{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
2843,1817,2020-12-17,The course is extremely well-made and understandable.,5,completer,53,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
2844,1817,2020-12-17,I learned the basics and i plan on continueing to the next course.,5,completer,66,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
2845,1817,2020-12-17, ,5,completer,1,pos,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
2846,1818,2020-12-17,"Very good course, i learnt alot, thanks",5,completer,39,pos,en,"{'neg': 0.0, 'neu': 0.396, 'pos': 0.604, 'compound': 0.7264}",0.7264,pos
2847,1819,2020-12-17,Was nice.,5,completer,9,pos,en,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,pos
2848,1819,2020-12-17,The teacher was thorough.,5,completer,25,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
2849,1819,2020-12-17,,5,completer,0,pos,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
2850,1820,2020-12-17,Very good..I like this,5,completer,22,pos,af,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.4173}",0.4173,pos
2851,1821,2020-12-17,"i have learn lots of thing in this course ,it veary easy to understand.it describe all the basic of programming and explain lot of stuff related to programming",5,completer,159,pos,en,"{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.4404}",0.4404,pos
2852,1822,2020-12-16,Essentially the best course for me so far to learn a programming language.,5,completer,74,pos,en,"{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.6369}",0.6369,pos
2853,1822,2020-12-16,I thank Professor Severance for his painstaking effort to teach python programming for beginners like me.,5,completer,105,pos,en,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.6124}",0.6124,pos
2854,1822,2020-12-16,Thanks a lot.,5,completer,13,pos,en,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
2855,1822,2020-12-16,,5,completer,0,pos,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
2856,1823,2020-12-16,that's really great!,5,completer,20,pos,en,"{'neg': 0.0, 'neu': 0.299, 'pos': 0.701, 'compound': 0.6893}",0.6893,pos
2857,1824,2020-12-16,Very inspiring to learn the basic real quick :),5,completer,47,pos,en,"{'neg': 0.0, 'neu': 0.535, 'pos': 0.465, 'compound': 0.7264}",0.7264,pos
2858,1825,2020-12-16,Excellent Basic Course,5,completer,22,pos,fr,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}",0.5719,pos
2859,1826,2020-12-16,"Great course, Teacher and course contents are very good.",5,completer,56,pos,en,"{'neg': 0.0, 'neu': 0.49, 'pos': 0.51, 'compound': 0.807}",0.807,pos
2860,1826,2020-12-16,thank you,5,completer,9,pos,en,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,pos
2861,1827,2020-12-16,"Very helpful, Thank you Coursera",5,completer,32,pos,en,"{'neg': 0.0, 'neu': 0.338, 'pos': 0.662, 'compound': 0.707}",0.707,pos
2862,1828,2020-12-16,Amazing course for learning Python! Dr. Chuck is wonderful lector.,5,completer,66,pos,en,"{'neg': 0.0, 'neu': 0.507, 'pos': 0.493, 'compound': 0.8313}",0.8313,pos
2863,1828,2020-12-16,If you know nothing about Python - here is a great place to start!,5,completer,66,pos,en,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.6588}",0.6588,pos
2864,1829,2020-12-16,awesome!,5,completer,8,pos,af,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6588}",0.6588,pos
2865,1830,2020-12-16,good!,5,completer,5,pos,so,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4926}",0.4926,pos
2866,1831,2020-12-16,Great Course.love the contents,5,completer,30,pos,en,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}",0.6249,pos
2867,1832,2020-12-16,Excellent Course!!!!,5,completer,20,pos,fr,"{'neg': 0.0, 'neu': 0.17, 'pos': 0.83, 'compound': 0.7067}",0.7067,pos
2868,1833,2020-12-16,It is amazing course,5,completer,20,pos,en,"{'neg': 0.0, 'neu': 0.441, 'pos': 0.559, 'compound': 0.5859}",0.5859,pos
2869,1834,2020-12-16,Superb! I think Mr. Charles is my ideal teacher.,5,completer,48,pos,en,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.8313}",0.8313,pos
2870,1834,2020-12-16,Haha.,5,completer,5,pos,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,pos
2871,1834,2020-12-16,He explained the topics easiest way possible that it became easy for me to understand.,5,completer,86,pos,en,"{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.6908}",0.6908,pos
2872,1834,2020-12-16,He connects the lesson to real life experience which makes it more interesting and more understandable.,5,completer,103,pos,en,"{'neg': 0.0, 'neu': 0.834, 'pos': 0.166, 'compound': 0.4576}",0.4576,pos
2873,1834,2020-12-16,"Thank you Mr. Charles! Thank you, University of Michigan! Thank you, Coursera! ",5,completer,79,pos,en,"{'neg': 0.0, 'neu': 0.518, 'pos': 0.482, 'compound': 0.8114}",0.8114,pos
2874,1835,2020-12-16,A great course for those who are seeking to learn python from the scratch,5,completer,73,pos,en,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.6249}",0.6249,pos
2875,1836,2020-12-16,Excellent course & the instructor.,5,completer,34,pos,en,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.5719}",0.5719,pos
2876,1836,2020-12-16,It was an awesome journey and will definitely continue with the next course.,5,completer,76,pos,en,"{'neg': 0.0, 'neu': 0.618, 'pos': 0.382, 'compound': 0.7783}",0.7783,pos
2877,1836,2020-12-16,,5,completer,0,pos,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
2878,1837,2020-12-16,  It is a good program for beginner to clear fundamental.,5,completer,57,pos,en,"{'neg': 0.0, 'neu': 0.56, 'pos': 0.44, 'compound': 0.6705}",0.6705,pos
2879,1837,2020-12-16,Though I am not from codding background.,5,completer,40,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
2880,1837,2020-12-16,I am able to understand this course easily .This course was really beneficial for me.,5,completer,85,pos,en,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.6801}",0.6801,pos
2881,1837,2020-12-16,  ,5,completer,2,pos,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
2882,1838,2020-12-16,Excellent Professor.,5,completer,20,pos,en,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,pos
2883,1838,2020-12-16,I love it! I learned so much.,5,completer,29,pos,en,"{'neg': 0.0, 'neu': 0.471, 'pos': 0.529, 'compound': 0.6696}",0.6696,pos
2884,1838,2020-12-16,Thank you.,5,completer,10,pos,en,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,pos
2885,1838,2020-12-16,God Bless and more power.,5,completer,25,pos,en,"{'neg': 0.0, 'neu': 0.38, 'pos': 0.62, 'compound': 0.5994}",0.5994,pos
2886,1839,2020-12-16,Coding assignments are bit difficult.,3,completer,37,neu,en,"{'neg': 0.385, 'neu': 0.615, 'pos': 0.0, 'compound': -0.3612}",-0.3612,neg
2887,1839,2020-12-16,Else the whole course is so amazing.,3,completer,36,neu,en,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.7065}",0.7065,pos
2888,1840,2020-12-16,The course is very helpful for the beginner,5,completer,43,pos,en,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.4754}",0.4754,pos
2889,1841,2020-12-16,Excellent learning experience,4,completer,29,pos,en,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}",0.5719,pos
2890,1842,2020-12-16,Best ,5,dropout,5,pos,de,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6369}",0.6369,pos
2891,1843,2020-12-16,Great approach.,5,dropout,15,pos,en,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,pos
2892,1844,2020-12-16,Amazing course! I suggested to everyone that wants to learn coding in Python!,5,completer,77,pos,en,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.658}",0.658,pos
2893,1845,2020-12-16,Friendly lessons for new comers and for people wanting to learn a new language.,5,completer,79,pos,en,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.4939}",0.4939,pos
2894,1845,2020-12-16,,5,completer,0,pos,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
2895,1846,2020-12-16,This first course is very good.,5,completer,31,pos,en,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.4927}",0.4927,pos
2896,1846,2020-12-16, The explanations are clear and the teacher is able to anticipate the sort of feeling we could have when learning programming.,5,completer,126,pos,en,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4228}",0.4228,pos
2897,1846,2020-12-16, Recomended!,5,completer,12,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
2898,1847,2020-12-15,was a wonderful course!,4,completer,23,pos,en,"{'neg': 0.0, 'neu': 0.334, 'pos': 0.666, 'compound': 0.6114}",0.6114,pos
2899,1848,2020-12-15,very good,5,completer,9,pos,af,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4927}",0.4927,pos
2900,1849,2020-12-15,Easy to follow and understand,5,completer,29,pos,en,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,pos
2901,1850,2020-12-15,Super fun course and easy way to get started in learning Python!,5,completer,64,pos,en,"{'neg': 0.0, 'neu': 0.464, 'pos': 0.536, 'compound': 0.8858}",0.8858,pos
2902,1851,2020-12-15,Excellent,5,completer,9,pos,ca,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",0.5719,pos
2903,1852,2020-12-15,Best Course,5,completer,11,pos,fr,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.6369,pos
2904,1853,2020-12-15,This course is very informative in both learning and improving python programming.,5,completer,82,pos,en,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.4215}",0.4215,pos
2905,1853,2020-12-15,I will thanks to the Coursera org for this great opportunity in this pandemic situation.,5,completer,88,pos,en,"{'neg': 0.0, 'neu': 0.51, 'pos': 0.49, 'compound': 0.8904}",0.8904,pos
2906,1854,2020-12-15,This is absolutely valuable course,5,completer,34,pos,en,"{'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.5256}",0.5256,pos
2907,1855,2020-12-15,enjoyed learning,5,completer,16,pos,en,"{'neg': 0.0, 'neu': 0.233, 'pos': 0.767, 'compound': 0.5106}",0.5106,pos
2908,1856,2020-12-15,Good python course for 8-year-old kids.,3,completer,39,neu,en,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.4404,pos
2909,1857,2020-12-15,really good ,5,completer,12,pos,cy,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4927}",0.4927,pos
2910,1858,2020-12-15,This Course was Wonderful and very informative about python.,5,completer,60,pos,en,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.5719}",0.5719,pos
2911,1859,2020-12-15,I learned a lot from this course.,4,completer,33,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
2912,1859,2020-12-15,,4,completer,0,pos,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
2913,1860,2020-12-15,Very good,5,completer,9,pos,af,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4927}",0.4927,pos
2914,1861,2020-12-15,"Excellent course, i recommend everyone who's interested in programming and never tried it before, to start with this course, the pace of this course is just perfect not too slow and boring and not too fast, you will finish this course equipped with both confidence and skills to move forward in the programming world.",5,completer,317,pos,en,"{'neg': 0.035, 'neu': 0.721, 'pos': 0.244, 'compound': 0.9274}",0.9274,pos
2915,1861,2020-12-15,Thank you,5,completer,9,pos,en,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,pos
2916,1862,2020-12-15,very nice and good,5,completer,18,pos,en,"{'neg': 0.0, 'neu': 0.242, 'pos': 0.758, 'compound': 0.7397}",0.7397,pos
2917,1863,2020-12-15,"I am enjoy with this training, it fun and understanding.",5,completer,56,pos,en,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.7579}",0.7579,pos
2918,1863,2020-12-15,,5,completer,0,pos,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
2919,1864,2020-12-15,best course ,5,completer,12,pos,fr,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.6369,pos
2920,1865,2020-12-15,Easy explanation for beginners in python programming language,5,completer,61,pos,en,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,pos
2921,1866,2020-12-15,I loved the course specially the way of teaching and assignments,5,completer,64,pos,en,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.5994}",0.5994,pos
2922,1867,2020-12-15,very Valuable,5,completer,13,pos,en,"{'neg': 0.0, 'neu': 0.228, 'pos': 0.772, 'compound': 0.5256}",0.5256,pos
2923,1868,2020-12-15,Thanks!!!,5,completer,9,pos,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5826}",0.5826,pos
2924,1869,2020-12-14,great course easy to understand and great tests that sharp our programming skills.,5,completer,82,pos,en,"{'neg': 0.0, 'neu': 0.474, 'pos': 0.526, 'compound': 0.9022}",0.9022,pos
2925,1869,2020-12-14,the professor is great and his explanation is excellent       ,5,completer,62,pos,en,"{'neg': 0.0, 'neu': 0.473, 'pos': 0.527, 'compound': 0.8316}",0.8316,pos
2926,1870,2020-12-14,good,5,completer,4,pos,so,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
2927,1871,2020-12-14,"Absolutely Beautiful, I fell in love with the teaching style of Dr. Chuck, highly recommended course lives up to the expectation",5,completer,128,pos,en,"{'neg': 0.0, 'neu': 0.618, 'pos': 0.382, 'compound': 0.8882}",0.8882,pos
2928,1872,2020-12-14,"Best Course I have ever learned! Thank you alot, and it let me learn new things!",5,completer,80,pos,en,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.8065}",0.8065,pos
2929,1873,2020-12-14,It was a nice experiance in learning Python in coursera.This course gave me a good introduction to Python.,5,completer,106,pos,en,"{'neg': 0.0, 'neu': 0.711, 'pos': 0.289, 'compound': 0.6908}",0.6908,pos
2930,1874,2020-12-14,Excelente ,5,completer,10,pos,ro,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
2931,1875,2020-12-14,Good Learning for me ,5,completer,21,pos,en,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,pos
2932,1876,2020-12-14,I learned new and easy new programming language ,5,completer,48,pos,en,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,pos
2933,1877,2020-12-14,It is very good course to learn the python basics,5,completer,49,pos,en,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.4927}",0.4927,pos
2934,1878,2020-12-14,it wasa great experience,5,completer,24,pos,en,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}",0.6249,pos
2935,1879,2020-12-14,Excellent course to begin with Python,5,completer,37,pos,en,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.5719}",0.5719,pos
2936,1880,2020-12-14,Good Course,4,completer,11,pos,en,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
2937,1881,2020-12-14,It was a quick and fun run.,5,completer,27,pos,en,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.5106}",0.5106,pos
2938,1882,2020-12-14,Best for Beginners in Programming,5,completer,33,pos,no,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,pos
2939,1883,2020-12-14,I have really gained out of this course,5,completer,39,pos,en,"{'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.4391}",0.4391,pos
2940,1884,2020-12-14,perfect,5,completer,7,pos,ca,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",0.5719,pos
2941,1885,2020-12-14,tThanks for giving me a chance to do something new to achieve my goal...,4,completer,72,pos,en,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.5267}",0.5267,pos
2942,1886,2020-12-14,it was a great learning experience,5,completer,34,pos,en,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,pos
2943,1887,2020-12-14,It was very helpful and easy to understand.,5,completer,43,pos,en,"{'neg': 0.0, 'neu': 0.49, 'pos': 0.51, 'compound': 0.7397}",0.7397,pos
2944,1887,2020-12-14,It was challenging yet exciting.,5,completer,32,pos,en,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.5859}",0.5859,pos
2945,1887,2020-12-14,Thank you very much for giving me a better experience in programming than what I learned in school for Java.,5,completer,108,pos,en,"{'neg': 0.0, 'neu': 0.65, 'pos': 0.35, 'compound': 0.7943}",0.7943,pos
2946,1888,2020-12-14,The best way to start studying Python!,5,completer,38,pos,en,"{'neg': 0.0, 'neu': 0.572, 'pos': 0.428, 'compound': 0.6696}",0.6696,pos
2947,1889,2020-12-14,"This is an amazing introduction to programming in python, it treats the fundamentals of python is an easy and fun way, Dr Charles Severance is a great teacher and I had an amazing experience in this course.",5,completer,206,pos,en,"{'neg': 0.0, 'neu': 0.626, 'pos': 0.374, 'compound': 0.9578}",0.9578,pos
2948,1889,2020-12-14, ,5,completer,1,pos,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
2949,1890,2020-12-14,excellent,5,completer,9,pos,ca,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",0.5719,pos
2950,1891,2020-12-14,A very good course.,5,completer,19,pos,en,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",0.4927,pos
2951,1891,2020-12-14,Charles Severance is a excellent teacher!,5,completer,41,pos,en,"{'neg': 0.0, 'neu': 0.501, 'pos': 0.499, 'compound': 0.6114}",0.6114,pos
2952,1892,2020-12-14,Excellent course ,5,completer,17,pos,fr,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,pos
2953,1893,2020-12-14,One of the best courses,5,completer,23,pos,en,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,pos
2954,1894,2020-12-13,Basic introduction with comprehensive and in-depth explanations.,5,completer,64,pos,en,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.25}",0.25,pos
2955,1894,2020-12-13,,5,completer,0,pos,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
2956,1895,2020-12-13,"Before now, I've been trying so hard to crack into the Python programming language, but its been difficult.",5,completer,107,pos,en,"{'neg': 0.226, 'neu': 0.774, 'pos': 0.0, 'compound': -0.5695}",-0.5695,neg
2957,1895,2020-12-13,Taking this course seems to be the best decision I made towards my Python journey.,5,completer,82,pos,en,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.6369}",0.6369,pos
2958,1895,2020-12-13,The course was well thought and broken down to its simplest form.,5,completer,65,pos,en,"{'neg': 0.204, 'neu': 0.658, 'pos': 0.138, 'compound': -0.25}",-0.25,neg
2959,1895,2020-12-13,Thanks to Prof Charles Severance.,5,completer,33,pos,en,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,pos
2960,1895,2020-12-13,,5,completer,0,pos,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
2961,1896,2020-12-13,I really enjoyed this course.,5,completer,29,pos,en,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.5563}",0.5563,pos
2962,1896,2020-12-13,Even this beginner's level helped me with one of chemistry classes.,5,completer,67,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
