,date,review,rating,status,length,label,language_score,language,scores,compound,sentiment
1598,2020-12-26,"I really enjoyed this course, it felt like a learning environment.",5,completer,66,pos,"{'language': 'en', 'score': 0.9999953478377674}",en,"{'neg': 0.0, 'neu': 0.535, 'pos': 0.465, 'compound': 0.7264}",0.7264,pos
1599,2020-12-26,Love this guy!,5,completer,14,pos,"{'language': 'en', 'score': 0.9999966866316737}",en,"{'neg': 0.0, 'neu': 0.308, 'pos': 0.692, 'compound': 0.6696}",0.6696,pos
1600,2020-12-26,"According to me, Perfect course to start learning Python being a beginner. plus the Instructor (Dr. Chuck) is an amazing teacher, I'd wish I can get a teacher like him in real. Go for this Course if u're a beginner.",5,completer,215,pos,"{'language': 'en', 'score': 0.9999971301425392}",en,"{'neg': 0.0, 'neu': 0.716, 'pos': 0.284, 'compound': 0.9136}",0.9136,pos
1601,2020-12-26,Great course to get started with Python :),5,completer,42,pos,"{'language': 'en', 'score': 0.9999962280169418}",en,"{'neg': 0.0, 'neu': 0.458, 'pos': 0.542, 'compound': 0.7964}",0.7964,pos
1602,2020-12-26,Gran curso para iniciarse y refrescar conceptos de programaciÃ³n. Great course to get started and refresh programming concepts.,5,completer,127,pos,"{'language': 'en', 'score': 0.7142830258257867}",en,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.6249}",0.6249,pos
1603,2020-12-26,I loved this course,5,completer,19,pos,"{'language': 'en', 'score': 0.9999966198864203}",en,"{'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.5994}",0.5994,pos
1604,2020-12-26,Perfect for starting. Professor Severance is really great at explaining! ,5,completer,73,pos,"{'language': 'en', 'score': 0.999997489712192}",en,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.855}",0.855,pos
1605,2020-12-26,Charles Severance is an amazing professor. He made understanding python sooo easy. Thankyou so much!,5,completer,100,pos,"{'language': 'en', 'score': 0.9999953212322266}",en,"{'neg': 0.0, 'neu': 0.65, 'pos': 0.35, 'compound': 0.7901}",0.7901,pos
1606,2020-12-26,Excellent teacher. Excellent material.,5,completer,38,pos,"{'language': 'ca', 'score': 0.9999960503021267}",ca,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.8126}",0.8126,pos
1607,2020-12-26,"Nice theoretical explanation of things. Sometimes too long and repetitive, but worth to listen.",5,completer,95,pos,"{'language': 'en', 'score': 0.999997249212191}",en,"{'neg': 0.095, 'neu': 0.694, 'pos': 0.211, 'compound': 0.2144}",0.2144,pos
1608,2020-12-26,Great instructor and course work,5,completer,32,pos,"{'language': 'en', 'score': 0.9999979072197018}",en,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,pos
1609,2020-12-26,This is a very well made class and was a lot of fun to work though,5,completer,66,pos,"{'language': 'en', 'score': 0.9999982762579994}",en,"{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.6901}",0.6901,pos
1610,2020-12-26,Excellent course and course instructor,5,completer,38,pos,"{'language': 'fr', 'score': 0.9999946286400209}",fr,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.5719}",0.5719,pos
1611,2020-12-26,The course includes the fundamental parts of python programming! looking forward to take some advanced classes!,5,completer,111,pos,"{'language': 'en', 'score': 0.9999981356920072}",en,"{'neg': 0.0, 'neu': 0.853, 'pos': 0.147, 'compound': 0.3786}",0.3786,pos
1612,2020-12-26,most beginner friendly course I have seen! Enjoyed my learning and look froward to the next part,5,completer,96,pos,"{'language': 'en', 'score': 0.9999979846649147}",en,"{'neg': 0.0, 'neu': 0.664, 'pos': 0.336, 'compound': 0.7947}",0.7947,pos
1613,2020-12-26,Dr. Chuck is awesome!,5,completer,21,pos,"{'language': 'en', 'score': 0.999994294370715}",en,"{'neg': 0.0, 'neu': 0.406, 'pos': 0.594, 'compound': 0.6588}",0.6588,pos
1614,2020-12-26,"It is very well structured course. If you have no background, it is best for you to understand the concept!",5,completer,107,pos,"{'language': 'en', 'score': 0.9999946835272251}",en,"{'neg': 0.084, 'neu': 0.652, 'pos': 0.264, 'compound': 0.6893}",0.6893,pos
1615,2020-12-26,"Its really good experience for me, and i thanks to coursera for the wonderful opportunity ",5,completer,90,pos,"{'language': 'en', 'score': 0.999997855150865}",en,"{'neg': 0.0, 'neu': 0.443, 'pos': 0.557, 'compound': 0.9117}",0.9117,pos
1616,2020-12-26,In the last chapter we are not taught about nested loops. I think that it should have been taught as it an important basic concept which is quite complex. Other than that the course was very good,4,completer,195,pos,"{'language': 'en', 'score': 0.9999963761052851}",en,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.6115}",0.6115,pos
1617,2020-12-26,Great course,5,completer,12,pos,"{'language': 'en', 'score': 0.999996434921814}",en,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,pos
1618,2020-12-26,really helpful ,4,completer,15,pos,"{'language': 'en', 'score': 0.9999980299190435}",en,"{'neg': 0.0, 'neu': 0.244, 'pos': 0.756, 'compound': 0.4754}",0.4754,pos
1619,2020-12-26,very useful for beginners ,5,completer,26,pos,"{'language': 'no', 'score': 0.7142826398043035}",no,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.4927}",0.4927,pos
1620,2020-12-25,"  Fantastic! Never in my life, I think that I love coding that much. Thank you so much for this course, I hope I can gain more knowledge  ",5,completer,138,pos,"{'language': 'en', 'score': 0.999997127002351}",en,"{'neg': 0.0, 'neu': 0.516, 'pos': 0.484, 'compound': 0.9508}",0.9508,pos
1621,2020-12-25,"Very clear, concise, interesting course! Good for beginners, like me)",5,completer,69,pos,"{'language': 'en', 'score': 0.9999966910961893}",en,"{'neg': 0.0, 'neu': 0.342, 'pos': 0.658, 'compound': 0.8897}",0.8897,pos
1622,2020-12-25,This course is good for starters.And I have really enjoyed the way of teaching.,5,completer,79,pos,"{'language': 'en', 'score': 0.9999956617025111}",en,"{'neg': 0.0, 'neu': 0.629, 'pos': 0.371, 'compound': 0.7574}",0.7574,pos
1623,2020-12-25, Nice,5,completer,5,pos,"{'language': 'ro', 'score': 0.9999950581946979}",ro,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
1624,2020-12-25,"It was an ok course, there were some boring bits and some tricky questions which you would have missed if you did not pay attention. ",3,completer,133,neu,"{'language': 'en', 'score': 0.9999971355208809}",en,"{'neg': 0.206, 'neu': 0.676, 'pos': 0.118, 'compound': -0.3826}",-0.3826,neg
1625,2020-12-25,a very useful course with authentic teaching material,5,completer,53,pos,"{'language': 'en', 'score': 0.9999970549538912}",en,"{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.4927}",0.4927,pos
1626,2020-12-25,A good course for beginners,5,completer,27,pos,"{'language': 'en', 'score': 0.9999967079275202}",en,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,pos
1627,2020-12-25,Very good and interesting course ,5,completer,33,pos,"{'language': 'en', 'score': 0.9999971717221956}",en,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.7316}",0.7316,pos
1628,2020-12-25,Thank You,5,completer,9,pos,"{'language': 'en', 'score': 0.9999955981480514}",en,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,pos
1629,2020-12-25,Best course for learning,5,completer,24,pos,"{'language': 'en', 'score': 0.9999973614090998}",en,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,pos
1630,2020-12-25,very good course,5,completer,16,pos,"{'language': 'en', 'score': 0.999997206001185}",en,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",0.4927,pos
1631,2020-12-25,good intro for programing interesting lectures,5,completer,46,pos,"{'language': 'en', 'score': 0.9999946445811141}",en,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6808}",0.6808,pos
1632,2020-12-25,"Excellent professor, excellent course. The material is covered in a comprehensive, but not tedious, manner. This is a wonderful place to start for anyone who has never done any programming before. In fact, I intend to recommend this to a few family members and friends.",5,completer,269,pos,"{'language': 'en', 'score': 0.9999970394907864}",en,"{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.9562}",0.9562,pos
1633,2020-12-25,Very good lesson for beginners. I'm  enjoy in it.,5,completer,49,pos,"{'language': 'en', 'score': 0.7142830899061342}",en,"{'neg': 0.0, 'neu': 0.523, 'pos': 0.477, 'compound': 0.7501}",0.7501,pos
1634,2020-12-25,very nicely explained,5,completer,21,pos,"{'language': 'en', 'score': 0.99999763058542}",en,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",0.4927,pos
1635,2020-12-25,This course helped me to  learned something new something creative. Thank you coursera community and thanks a lot to lecturer of this course Mr. Chunk   ,5,completer,153,pos,"{'language': 'en', 'score': 0.9999960117828482}",en,"{'neg': 0.0, 'neu': 0.717, 'pos': 0.283, 'compound': 0.8074}",0.8074,pos
1636,2020-12-25,It was a great learning experience!,5,completer,35,pos,"{'language': 'en', 'score': 0.9999971061991568}",en,"{'neg': 0.0, 'neu': 0.477, 'pos': 0.523, 'compound': 0.6588}",0.6588,pos
1637,2020-12-24,"There's a lot the class doesn't cover, things it doesn't do a great job at being a beginning class. For the FIREST class on python, I'm incredibly disappointed with how its run. The not being able to see what others did and thus know if thats the same thing you did wrong means that every time you are unsure you have to ask a teacher, which can take hours or days to be replied to. I ended up not using any teacher help and instead had to contact a friend who does programming to explain things that were in the homework but no where in the text or videos to explain things that SHOULD have been explained before getting the homework. If you're willing to do your own legwork or don't mind waiting between responses, I'm sure the class is great. Personally, I'm extremely disappointed. Look at the discussion each week, there's tons of questions of just not understanding why things aren't working. Watch out for information in the homework that is wrong or needs to be changed to make it correct instead of leaving blanks which would have been easier to understand in a beginning class. It constantly felt like trying to figure out what they were tricking you with in in the homework by giving you information and equations that don't actually work as written. I'm just not impressed and as someone with a teaching background, I'm pretty disappointed in the execution of this class that should be an absolutely basic class but its also trying to trick you in ways. I'm just not impressed.",2,completer,1490,neg,"{'language': 'en', 'score': 0.9999984551203758}",en,"{'neg': 0.122, 'neu': 0.802, 'pos': 0.075, 'compound': -0.9328}",-0.9328,neg
1638,2020-12-24,nice,5,completer,4,pos,"{'language': 'pl', 'score': 0.9999960428971346}",pl,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
1639,2020-12-24,I am very thankful for Coursera Team for offering such courses. I would like to request you to please offer other courses of this series for free (via University Id) like course 1 of this series. because many of cant afford the fee of such courses. Thank You.,5,completer,259,pos,"{'language': 'en', 'score': 0.9999965555008604}",en,"{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.9441}",0.9441,pos
1640,2020-12-24,It is unbelievable that I have learned the whole course! Teacher Charles is very nice and patient! ,5,completer,99,pos,"{'language': 'en', 'score': 0.9999958694294233}",en,"{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.668}",0.668,pos
1641,2020-12-24,"It was a good cours to start with, thank you.",4,completer,45,pos,"{'language': 'en', 'score': 0.9999986210182746}",en,"{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.6597}",0.6597,pos
1642,2020-12-24,very good,5,completer,9,pos,"{'language': 'af', 'score': 0.9999955070065882}",af,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4927}",0.4927,pos
1643,2020-12-24,this course was very helpfully because i learned so much from it  this is was my first online course i look forward to learn many course as possible to improve my programming skills .thank you so much,5,completer,200,pos,"{'language': 'en', 'score': 0.999996872685898}",en,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.8399}",0.8399,pos
1644,2020-12-24,An impressive course for the beginners. I have learnt a lot from this course and I'm sure you will have the exact same thought as me!,5,completer,133,pos,"{'language': 'en', 'score': 0.9999965379603535}",en,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.7088}",0.7088,pos
1645,2020-12-24,Great instruction and material. I makes it fun and productive even for someone with no background in coding . Many thanks.,5,completer,122,pos,"{'language': 'en', 'score': 0.9999950078779204}",en,"{'neg': 0.08, 'neu': 0.545, 'pos': 0.375, 'compound': 0.8442}",0.8442,pos
1646,2020-12-24,Excellent. I've always had a fear about programming. This course helped me overcome this fear at this age. Many thanks to Dr. Severance. ,5,completer,137,pos,"{'language': 'en', 'score': 0.9999978839337302}",en,"{'neg': 0.206, 'neu': 0.581, 'pos': 0.213, 'compound': 0.0516}",0.0516,pos
1647,2020-12-24,This is amazing course. I am learn all basic concept and programming logic in python. Thanks Coursera and University of Michigan ,5,completer,129,pos,"{'language': 'en', 'score': 0.9999957986507223}",en,"{'neg': 0.0, 'neu': 0.729, 'pos': 0.271, 'compound': 0.7717}",0.7717,pos
1648,2020-12-24,nice,5,completer,4,pos,"{'language': 'pl', 'score': 0.9999969717115912}",pl,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
1649,2020-12-24,It was so beneficial to take this course to build good knowledge of the basis of python.,5,completer,88,pos,"{'language': 'en', 'score': 0.9999966252797365}",en,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.7678}",0.7678,pos
1650,2020-12-24,"Very nice course , really useful",5,completer,32,pos,"{'language': 'en', 'score': 0.9999972142502167}",en,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.742}",0.742,pos
1651,2020-12-24,Very interesting,5,completer,16,pos,"{'language': 'en', 'score': 0.5714262069845594}",en,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4576}",0.4576,pos
1652,2020-12-24,Nice start!,5,completer,11,pos,"{'language': 'ro', 'score': 0.9999940128908553}",ro,"{'neg': 0.0, 'neu': 0.244, 'pos': 0.756, 'compound': 0.4753}",0.4753,pos
1653,2020-12-24,nice!,5,completer,5,pos,"{'language': 'pl', 'score': 0.9999954523223842}",pl,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4753}",0.4753,pos
1654,2020-12-24,This course explains Python from the scretch. Great!,5,completer,52,pos,"{'language': 'en', 'score': 0.9999952763950657}",en,"{'neg': 0.0, 'neu': 0.614, 'pos': 0.386, 'compound': 0.6588}",0.6588,pos
1655,2020-12-24,"I'm very impassed that's why I want to buy this book ""Programming for Everybody.",5,completer,80,pos,"{'language': 'en', 'score': 0.999997032946879}",en,"{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.0772}",0.0772,pos
1656,2020-12-24,"Awesome course! Dr. Chuck is superb as being a teacher...great professor...good analogies, great explanations, thorough and the course is set up with relevant and challenging exercises. Excited to moving to part 2 :)",5,completer,216,pos,"{'language': 'en', 'score': 0.999998585686654}",en,"{'neg': 0.0, 'neu': 0.561, 'pos': 0.439, 'compound': 0.9617}",0.9617,pos
1657,2020-12-24,lovely way of teaching. thank you Dr.Chuck,4,completer,42,pos,"{'language': 'en', 'score': 0.9999970741971913}",en,"{'neg': 0.0, 'neu': 0.442, 'pos': 0.558, 'compound': 0.743}",0.743,pos
1658,2020-12-23,"This is a great course. The teacher not only knows his material, but has a lot of experience working with first time programmers and so knows what errors they are likely to make and what questions they are likely to ask and addresses them all. He is fun to listen to. I have taken where the teachers were reading and got the intonation all wrong--very distracting. This one wasn't like that by far. He was interesting and even funny at times. ",5,completer,443,pos,"{'language': 'en', 'score': 0.9999986124452263}",en,"{'neg': 0.095, 'neu': 0.752, 'pos': 0.153, 'compound': 0.7535}",0.7535,pos
1659,2020-12-23,"Great introduction to python and making the basic building blocks, vocabulary and especially loop logic so easy to understand.",5,completer,126,pos,"{'language': 'en', 'score': 0.9999959062692647}",en,"{'neg': 0.074, 'neu': 0.622, 'pos': 0.305, 'compound': 0.787}",0.787,pos
1660,2020-12-23,Well Structured and well taught in a very simple way!,5,completer,53,pos,"{'language': 'en', 'score': 0.9999967032828894}",en,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.5411}",0.5411,pos
1661,2020-12-23,Very easy to understand and follow. Highly recommend this course for beginners.,5,completer,79,pos,"{'language': 'en', 'score': 0.9999980279742953}",en,"{'neg': 0.0, 'neu': 0.626, 'pos': 0.374, 'compound': 0.7172}",0.7172,pos
1662,2020-12-23,"For beginners, a streamlined lesson that really puts the logic of programming in the student's mind, and the teacher increases enthusiasm by guiding the student very accurately.",5,completer,177,pos,"{'language': 'en', 'score': 0.9999952788682802}",en,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.4404}",0.4404,pos
1663,2020-12-23,A Recommended course for python beginners,5,completer,41,pos,"{'language': 'en', 'score': 0.9999966387832475}",en,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.2023}",0.2023,pos
1664,2020-12-23,"This is my first online course on Coursera and I think I made good start. Course is very informative and easy to understand. Instructor is just perfect. Before I took in person classes of C/C++ but prof was so boring and had monotonous voice, however prof. Charles was so funny while explaining some terms. ",5,completer,307,pos,"{'language': 'en', 'score': 0.9999935985336996}",en,"{'neg': 0.065, 'neu': 0.748, 'pos': 0.187, 'compound': 0.7584}",0.7584,pos
1665,2020-12-23,nice,5,completer,4,pos,"{'language': 'pl', 'score': 0.9999961605800389}",pl,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
1666,2020-12-23,LOVED IT!!!!!And the way he explain is the best!!,5,completer,49,pos,"{'language': 'en', 'score': 0.9999972239730075}",en,"{'neg': 0.0, 'neu': 0.412, 'pos': 0.588, 'compound': 0.9001}",0.9001,pos
1667,2020-12-23,It has been fun learning with Dr. Chuck!,5,completer,40,pos,"{'language': 'en', 'score': 0.9999968532795249}",en,"{'neg': 0.0, 'neu': 0.661, 'pos': 0.339, 'compound': 0.5562}",0.5562,pos
1668,2020-12-23,Highly ,5,completer,7,pos,"{'language': 'en', 'score': 0.9999951390523787}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
1669,2020-12-23,Very Best course for Everybody,5,completer,30,pos,"{'language': 'en', 'score': 0.9999959465779331}",en,"{'neg': 0.0, 'neu': 0.471, 'pos': 0.529, 'compound': 0.6697}",0.6697,pos
1670,2020-12-23,Very useful course for me and  Prof. Charles is sometimes FUNNY =),5,completer,66,pos,"{'language': 'en', 'score': 0.9999938548545091}",en,"{'neg': 0.0, 'neu': 0.473, 'pos': 0.527, 'compound': 0.8758}",0.8758,pos
1671,2020-12-23,"I love this course because the material is very well organized, easy to understand, and has lots of interesting and inspiring bonus videos",5,completer,138,pos,"{'language': 'en', 'score': 0.9999957943790156}",en,"{'neg': 0.0, 'neu': 0.46, 'pos': 0.54, 'compound': 0.9569}",0.9569,pos
1672,2020-12-23,Good,5,completer,4,pos,"{'language': 'so', 'score': 0.9999976258247365}",so,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
1673,2020-12-23, to begin with programming and easy to understand its easier to learn syntax,5,completer,76,pos,"{'language': 'en', 'score': 0.9999959849511576}",en,"{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.6908}",0.6908,pos
1674,2020-12-23,"I got a knowledge in python programming through this course easily, This course really helpful to me to know python language. ",5,completer,126,pos,"{'language': 'en', 'score': 0.9999967788560253}",en,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.6697}",0.6697,pos
1675,2020-12-23,this course is great,5,dropout,20,pos,"{'language': 'en', 'score': 0.999996602698415}",en,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}",0.6249,pos
1676,2020-12-23,it was an awesome experience as first time with coursera its very nice easy to learn and fast also .I would love to continue with coursera in future also.thankyou ,5,completer,163,pos,"{'language': 'en', 'score': 0.9999988485334999}",en,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.939}",0.939,pos
1677,2020-12-23,Great course to begin Python,5,completer,28,pos,"{'language': 'en', 'score': 0.9999961278598799}",en,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,pos
1678,2020-12-23,"Great entry level Python course, easily digestible!",5,completer,51,pos,"{'language': 'en', 'score': 0.8571409512785385}",en,"{'neg': 0.0, 'neu': 0.424, 'pos': 0.576, 'compound': 0.7777}",0.7777,pos
1679,2020-12-23,good course,5,completer,11,pos,"{'language': 'en', 'score': 0.9999947443090599}",en,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
1680,2020-12-23,"Professor's lecture is brilliant and vivid, I am so interested in all the knowledge. Thank for this course!",5,completer,107,pos,"{'language': 'en', 'score': 0.9999963803644667}",en,"{'neg': 0.0, 'neu': 0.581, 'pos': 0.419, 'compound': 0.8774}",0.8774,pos
1681,2020-12-23,"My first thought is whether I am able to acquire basic skills using phyton. As I go through the learning process (as the instructor clearly explained all the reasoning in coding phyton), I find it interesting to explore, learn more about phyton and acquire the skills.",5,completer,268,pos,"{'language': 'en', 'score': 0.9999970367972421}",en,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.6597}",0.6597,pos
1682,2020-12-23,I love programming language,5,completer,27,pos,"{'language': 'no', 'score': 0.49774082662212554}",no,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,pos
1683,2020-12-23,good for begginers,5,completer,18,pos,"{'language': 'da', 'score': 0.9999921840366293}",da,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,pos
1684,2020-12-23,great course,5,completer,12,pos,"{'language': 'en', 'score': 0.7142853456679907}",en,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,pos
1685,2020-12-23,amazing,5,completer,7,pos,"{'language': 'sw', 'score': 0.9999970152816282}",sw,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5859}",0.5859,pos
1686,2020-12-23,One of the Best courses ever taken. If you are a beginner in programming I'll highly recommend this course for you.,5,completer,115,pos,"{'language': 'en', 'score': 0.9999968903460199}",en,"{'neg': 0.0, 'neu': 0.72, 'pos': 0.28, 'compound': 0.7902}",0.7902,pos
1687,2020-12-22,Excellent!,5,completer,10,pos,"{'language': 'ca', 'score': 0.999993966311768}",ca,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6114}",0.6114,pos
1688,2020-12-22,Very very nice,5,completer,14,pos,"{'language': 'cs', 'score': 0.8571395352056558}",cs,"{'neg': 0.0, 'neu': 0.372, 'pos': 0.628, 'compound': 0.5222}",0.5222,pos
1689,2020-12-22,A nice teacher who combines tutorials with general knowledge about Computer Science. ,5,completer,85,pos,"{'language': 'en', 'score': 0.9999972325862376}",en,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.4215}",0.4215,pos
1690,2020-12-22,really good teaching,5,completer,20,pos,"{'language': 'en', 'score': 0.9999972708465532}",en,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",0.4927,pos
1691,2020-12-22,nice,5,completer,4,pos,"{'language': 'pl', 'score': 0.9999950362384019}",pl,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
1692,2020-12-22,i really liked it,5,completer,17,pos,"{'language': 'no', 'score': 0.5714241234532468}",no,"{'neg': 0.0, 'neu': 0.393, 'pos': 0.607, 'compound': 0.4754}",0.4754,pos
1693,2020-12-22,"Very useful course, great instructor.",5,completer,37,pos,"{'language': 'en', 'score': 0.9999935548026005}",en,"{'neg': 0.0, 'neu': 0.284, 'pos': 0.716, 'compound': 0.8204}",0.8204,pos
1694,2020-12-22,Thank you for this course .,5,completer,27,pos,"{'language': 'en', 'score': 0.9999975717960712}",en,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.3612,pos
1695,2020-12-22,Great course to get started with computer programming with Python!,5,completer,66,pos,"{'language': 'en', 'score': 0.9999956859777965}",en,"{'neg': 0.0, 'neu': 0.672, 'pos': 0.328, 'compound': 0.6588}",0.6588,pos
1696,2020-12-22,Awesome,5,completer,7,pos,"{'language': 'af', 'score': 0.9999950416766745}",af,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",0.6249,pos
1697,2020-12-22,good ,5,completer,5,pos,"{'language': 'so', 'score': 0.5714274897621087}",so,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
1698,2020-12-22,"very usefull and very knowladgefull course I have done ever.I got lot of knowladge about the python.Thank you so much,",5,completer,118,pos,"{'language': 'en', 'score': 0.9999956219237908}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
1699,2020-12-22,Excellent mix of theory and pratical learning,5,completer,45,pos,"{'language': 'en', 'score': 0.9999979023393224}",en,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}",0.5719,pos
1700,2020-12-22,Great intro! Very interactive too!,5,completer,34,pos,"{'language': 'en', 'score': 0.9999963316115562}",en,"{'neg': 0.0, 'neu': 0.461, 'pos': 0.539, 'compound': 0.6892}",0.6892,pos
1701,2020-12-22,excellent professor,5,completer,19,pos,"{'language': 'fr', 'score': 0.9999935465796108}",fr,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,pos
1702,2020-12-22,Great for freshers ,5,completer,19,pos,"{'language': 'en', 'score': 0.999995701277577}",en,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}",0.6249,pos
1703,2020-12-22,It was simply superb because of the assignments and the best teacher Charles sir...,5,completer,83,pos,"{'language': 'en', 'score': 0.9999982010109473}",en,"{'neg': 0.0, 'neu': 0.591, 'pos': 0.409, 'compound': 0.8519}",0.8519,pos
1704,2020-12-22,This is my first programming and now i understand basic.Thank you!,5,completer,66,pos,"{'language': 'en', 'score': 0.9999967540705328}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
1705,2020-12-22,it was a good experience and the assignments were really helpful and high quality ones,4,completer,86,pos,"{'language': 'en', 'score': 0.9999976428528149}",en,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.7178}",0.7178,pos
1706,2020-12-22,AHMED ALI FARAH,5,completer,15,pos,"{'language': 'de', 'score': 0.5729986255436366}",de,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
1707,2020-12-21,"I loved the course, I struggled a lot with exercise 5.2 but in the end I made it. I liked Dr. Chuck's explanation very much, even though I don't know much English, I understood him without reading Spanish subtitles.

I'm going to take advantage of my vacation to continue learning.",5,completer,281,pos,"{'language': 'en', 'score': 0.9999953865128077}",en,"{'neg': 0.034, 'neu': 0.79, 'pos': 0.175, 'compound': 0.7876}",0.7876,pos
1708,2020-12-21,Excelente,5,completer,9,pos,"{'language': 'ro', 'score': 0.8571395700469433}",ro,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
1709,2020-12-21,It is best introduction to learn python ,4,completer,40,pos,"{'language': 'en', 'score': 0.9999968390732179}",en,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}",0.6369,pos
